,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,month,day,year,hour
32,1,287.1,0.0,0.0,1,2,4,2637,10,3,2012,21
33,1,286.25,0.0,0.0,1,2,4,1777,10,3,2012,22
34,1,285.26,0.0,0.0,1,2,4,1015,10,3,2012,23
35,1,284.55,0.0,0.0,1,2,4,598,10,4,2012,0
36,1,283.47,0.0,0.0,1,2,4,369,10,4,2012,1
37,1,283.17,0.0,0.0,1,2,4,312,10,4,2012,2
38,1,282.04,0.0,0.0,1,2,4,367,10,4,2012,3
39,1,281.69,0.0,0.0,1,2,4,835,10,4,2012,4
40,1,281.32,0.0,0.0,1,2,4,2726,10,4,2012,5
41,1,280.74,0.0,0.0,1,2,4,5689,10,4,2012,6
42,1,280.57,0.0,0.0,1,2,4,6990,10,4,2012,7
43,1,281.86,0.0,0.0,1,2,4,5985,10,4,2012,8
44,1,284.98,0.0,0.0,1,2,4,5309,10,4,2012,9
45,1,289.18,0.0,0.0,1,2,4,4603,10,4,2012,10
46,1,291.55,0.0,0.0,1,2,4,4884,10,4,2012,11
47,1,294.97,0.0,0.0,1,2,4,5104,10,4,2012,12
48,1,296.38,0.0,0.0,1,2,4,5178,10,4,2012,13
49,1,297.32,0.0,0.0,1,2,4,5501,10,4,2012,14
50,1,298.17,0.0,0.0,1,2,4,5713,10,4,2012,15
51,1,298.06,0.0,0.0,20,1,5,6292,10,4,2012,16
52,1,297.67,0.0,0.0,20,1,5,6057,10,4,2012,17
53,1,296.36,0.0,0.0,40,1,1,4907,10,4,2012,18
54,1,293.85,0.0,0.0,40,1,1,3503,10,4,2012,19
55,1,292.43,0.0,0.0,40,1,1,3037,10,4,2012,20
56,1,291.77,0.0,0.0,75,1,2,2822,10,4,2012,21
57,1,291.36,0.0,0.0,75,1,2,1992,10,4,2012,22
58,1,291.12,0.0,0.0,75,1,2,1166,10,4,2012,23
59,1,290.63,0.0,0.0,75,1,2,627,10,5,2012,0
60,1,290.46,0.0,0.0,40,1,1,388,10,5,2012,1
61,1,289.26,0.0,0.0,0,2,4,368,10,5,2012,3
62,1,283.21,0.0,0.0,75,1,2,2489,10,5,2012,5
63,1,282.24,0.0,0.0,90,1,3,5537,10,5,2012,6
64,1,281.69,0.0,0.0,90,1,3,6628,10,5,2012,7
65,1,280.57,0.0,0.0,90,1,3,5534,10,5,2012,8
66,1,280.02,0.0,0.0,75,1,2,5403,10,5,2012,9
67,1,280.11,0.0,0.0,75,1,2,4770,10,5,2012,10
68,1,280.0,0.0,0.0,90,1,3,5217,10,5,2012,11
69,1,280.53,0.0,0.0,90,1,3,5870,10,5,2012,12
70,1,281.43,0.0,0.0,75,1,2,5967,10,5,2012,13
71,1,281.78,0.0,0.0,90,1,3,6108,10,5,2012,14
72,1,281.91,0.0,0.0,90,1,3,6128,10,5,2012,15
73,1,281.73,0.0,0.0,90,1,3,6069,10,5,2012,16
74,1,281.42,0.0,0.0,90,1,3,6169,10,5,2012,17
75,1,280.87,0.0,0.0,90,1,3,5384,10,5,2012,18
76,1,280.15,0.0,0.0,90,1,3,4063,10,5,2012,19
77,1,279.78,0.0,0.0,90,1,3,3364,10,5,2012,20
78,1,279.65,0.0,0.0,75,1,2,2971,10,5,2012,21
79,1,279.22,0.0,0.0,40,1,1,2450,10,5,2012,22
80,1,279.06,0.0,0.0,40,1,1,1832,10,5,2012,23
81,1,278.81,0.0,0.0,90,1,3,1231,10,6,2012,0
82,1,278.55,0.0,0.0,90,1,3,718,10,6,2012,1
83,1,278.59,0.0,0.0,90,1,3,545,10,6,2012,2
84,1,276.99,0.0,0.0,75,1,2,411,10,6,2012,4
85,1,276.35,0.0,0.0,20,1,5,688,10,6,2012,5
86,1,275.4,0.0,0.0,1,2,4,1352,10,6,2012,6
87,1,275.17,0.0,0.0,1,2,4,2072,10,6,2012,7
88,1,274.99,0.0,0.0,1,2,4,3342,10,6,2012,8
89,1,275.09,0.0,0.0,40,1,1,4258,10,6,2012,9
90,1,276.88,0.0,0.0,20,1,5,4861,10,6,2012,10
91,1,278.04,0.0,0.0,20,1,5,5191,10,6,2012,11
92,1,279.08,0.0,0.0,40,1,1,5669,10,6,2012,12
93,1,280.12,0.0,0.0,75,1,2,5074,10,6,2012,13
94,1,280.25,0.0,0.0,75,1,2,5025,10,6,2012,14
95,1,280.0,0.0,0.0,75,1,2,5153,10,6,2012,15
96,1,279.06,0.0,0.0,90,1,3,5024,10,6,2012,16
97,1,278.91,0.0,0.0,90,1,3,4779,10,6,2012,17
98,1,278.39,0.0,0.0,90,1,3,4362,10,6,2012,18
99,1,278.16,0.0,0.0,90,1,3,3860,10,6,2012,19
100,1,278.16,0.0,0.0,90,1,3,3160,10,6,2012,20
101,1,277.93,0.0,0.0,90,1,3,2992,10,6,2012,21
102,1,276.9,0.0,0.0,90,1,3,3202,10,6,2012,22
103,1,276.34,0.0,0.0,75,1,2,1941,10,6,2012,23
104,1,276.11,0.0,0.0,75,1,2,1233,10,7,2012,0
105,1,275.73,0.0,0.0,90,1,3,323,10,7,2012,3
106,1,275.65,0.0,0.0,90,1,3,312,10,7,2012,4
107,1,275.51,0.0,0.0,75,1,2,627,10,7,2012,5
108,1,275.05,0.0,0.0,90,1,3,1508,10,7,2012,6
109,1,274.77,0.0,0.0,90,1,3,1539,10,7,2012,7
110,1,274.77,0.0,0.0,75,1,2,2232,10,7,2012,8
111,1,275.55,0.0,0.0,75,1,2,4568,10,7,2012,9
112,1,276.24,0.0,0.0,75,1,2,4624,10,7,2012,10
113,1,277.01,0.0,0.0,90,1,3,4529,10,7,2012,11
114,1,277.43,0.0,0.0,90,1,3,5139,10,7,2012,12
115,1,278.45,0.0,0.0,90,1,3,6640,10,7,2012,13
116,1,279.27,0.0,0.0,90,1,3,6589,10,7,2012,14
117,1,279.27,0.0,0.0,90,1,3,4429,10,7,2012,15
118,1,279.44,0.0,0.0,90,1,3,4329,10,7,2012,16
119,1,279.32,0.0,0.0,90,1,3,3833,10,7,2012,17
120,1,279.27,0.0,0.0,90,1,3,4015,10,7,2012,18
121,1,278.11,0.0,0.0,90,1,3,3382,10,7,2012,19
122,1,276.79,0.0,0.0,75,1,2,2815,10,7,2012,20
123,1,275.73,0.0,0.0,90,1,3,2110,10,7,2012,21
124,1,274.88,0.0,0.0,75,1,2,1555,10,7,2012,22
125,1,273.92,0.0,0.0,20,1,5,959,10,7,2012,23
126,2,273.08,0.0,0.0,20,1,5,455,10,8,2012,0
127,1,272.62,0.0,0.0,20,1,5,336,10,8,2012,1
128,1,271.78,0.0,0.0,1,2,4,265,10,8,2012,2
129,1,271.05,0.0,0.0,1,2,4,314,10,8,2012,3
130,1,270.63,0.0,0.0,1,2,4,779,10,8,2012,4
131,1,270.33,0.0,0.0,1,2,4,2571,10,8,2012,5
132,1,269.61,0.0,0.0,20,1,5,5563,10,8,2012,6
133,1,270.01,0.0,0.0,20,1,5,6676,10,8,2012,7
134,1,271.23,0.0,0.0,20,1,5,5966,10,8,2012,8
135,1,273.71,0.0,0.0,20,1,5,4832,10,8,2012,9
136,1,276.77,0.0,0.0,20,1,5,4395,10,8,2012,10
137,1,279.47,0.0,0.0,20,1,5,4411,10,8,2012,11
138,1,279.84,0.0,0.0,1,2,4,4648,10,8,2012,12
139,1,282.34,0.0,0.0,40,1,1,4602,10,8,2012,13
140,1,282.94,0.0,0.0,40,1,1,5125,10,8,2012,14
141,1,283.48,0.0,0.0,1,2,4,5502,10,8,2012,15
142,1,284.33,0.0,0.0,1,2,4,5979,10,8,2012,16
143,1,284.48,0.0,0.0,40,1,1,5663,10,8,2012,17
144,1,284.23,0.0,0.0,40,1,1,4259,10,8,2012,18
145,1,281.99,0.0,0.0,20,1,5,3069,10,8,2012,19
146,1,279.81,0.0,0.0,1,2,4,2378,10,8,2012,20
147,1,279.35,0.0,0.0,1,2,4,2030,10,8,2012,21
148,1,278.9,0.0,0.0,1,2,4,1400,10,8,2012,22
149,1,278.46,0.0,0.0,1,2,4,917,10,8,2012,23
150,1,277.78,0.0,0.0,1,2,4,515,10,9,2012,0
151,1,277.27,0.0,0.0,1,2,4,302,10,9,2012,1
152,1,277.47,0.0,0.0,1,2,4,251,10,9,2012,2
153,1,276.97,0.0,0.0,20,1,5,798,10,9,2012,4
154,1,276.52,0.0,0.0,40,1,1,2678,10,9,2012,5
155,1,276.6,0.0,0.0,40,1,1,5733,10,9,2012,6
156,1,277.31,0.0,0.0,75,1,2,6449,10,9,2012,7
157,1,278.38,0.0,0.0,90,1,3,5765,10,9,2012,8
158,1,279.35,0.0,0.0,90,1,3,5599,10,9,2012,9
159,1,281.37,0.0,0.0,90,1,3,4534,10,9,2012,10
160,1,283.11,0.0,0.0,90,1,3,4691,10,9,2012,11
161,1,284.08,0.0,0.0,75,1,2,5067,10,9,2012,12
162,1,285.14,0.0,0.0,75,1,2,5030,10,9,2012,13
163,1,286.35,0.0,0.0,90,1,3,5300,10,9,2012,14
164,1,287.23,0.0,0.0,100,3,6,5777,10,9,2012,15
165,1,288.53,0.0,0.0,90,1,3,6349,10,9,2012,16
166,1,290.37,0.0,0.0,90,1,3,6127,10,9,2012,17
167,1,290.13,0.0,0.0,90,1,3,4460,10,9,2012,18
168,1,288.86,0.0,0.0,75,1,2,3418,10,9,2012,19
169,1,287.36,0.0,0.0,90,1,3,2775,10,9,2012,20
170,1,285.11,0.0,0.0,90,1,3,2306,10,9,2012,21
171,1,283.46,0.0,0.0,90,1,3,1846,10,9,2012,22
172,1,282.45,0.0,0.0,90,1,3,947,10,9,2012,23
173,1,281.88,0.0,0.0,90,1,3,494,10,10,2012,0
174,1,281.78,0.0,0.0,90,1,3,332,10,10,2012,1
175,1,281.09,0.0,0.0,75,1,2,261,10,10,2012,2
176,1,281.17,0.0,0.0,90,1,3,361,10,10,2012,3
177,1,281.25,0.0,0.0,92,2,4,5875,10,10,2012,6
178,1,281.25,0.0,0.0,99,3,6,6793,10,10,2012,7
179,1,281.25,0.0,0.0,99,4,7,6793,10,10,2012,7
180,1,280.1,0.0,0.0,99,3,6,6283,10,10,2012,8
181,1,280.1,0.0,0.0,99,4,7,6283,10,10,2012,8
182,1,279.61,0.0,0.0,99,3,6,5680,10,10,2012,9
183,1,279.61,0.0,0.0,99,4,7,5680,10,10,2012,9
184,1,279.67,0.0,0.0,99,2,4,4632,10,10,2012,10
185,1,280.19,0.0,0.0,1,2,4,4887,10,10,2012,11
186,1,282.09,0.0,0.0,75,1,2,5030,10,10,2012,12
187,1,282.26,0.0,0.0,75,1,2,5067,10,10,2012,13
188,1,282.05,0.0,0.0,90,1,3,5227,10,10,2012,14
189,1,281.59,0.0,0.0,90,1,3,5610,10,10,2012,15
190,1,281.23,0.0,0.0,81,2,4,6286,10,10,2012,16
191,1,282.6,0.0,0.0,81,2,4,4775,10,10,2012,18
192,1,282.6,0.0,0.0,81,2,4,3340,10,10,2012,19
193,1,282.6,0.0,0.0,81,2,4,3013,10,10,2012,20
194,1,282.6,0.0,0.0,81,2,4,2603,10,10,2012,21
195,1,282.6,0.0,0.0,81,2,4,1910,10,10,2012,22
196,1,282.6,0.0,0.0,81,2,4,1037,10,10,2012,23
197,1,273.9,0.0,0.0,1,2,4,347,10,11,2012,1
198,1,274.4,0.0,0.0,75,1,2,350,10,11,2012,3
199,1,274.05,0.0,0.0,75,1,2,850,10,11,2012,4
200,1,273.71,0.0,0.0,40,1,1,2791,10,11,2012,5
201,1,272.66,0.0,0.0,1,2,4,5809,10,11,2012,6
202,1,272.65,0.0,0.0,1,2,4,6798,10,11,2012,7
203,1,272.52,0.0,0.0,1,2,4,6304,10,11,2012,8
204,1,275.19,0.0,0.0,20,1,5,5291,10,11,2012,9
205,1,275.34,0.0,0.0,1,2,4,4638,10,11,2012,10
206,1,284.1,0.0,0.0,50,2,4,5557,10,11,2012,14
207,1,284.1,0.0,0.0,50,2,4,5818,10,11,2012,15
208,1,283.78,0.0,0.0,75,1,2,6272,10,11,2012,16
209,1,283.52,0.0,0.0,75,1,2,5944,10,11,2012,17
210,1,283.32,0.0,0.0,90,1,3,4949,10,11,2012,18
211,1,282.06,0.0,0.0,90,1,3,3511,10,11,2012,19
212,1,281.95,0.0,0.0,90,1,3,3039,10,11,2012,20
213,1,281.81,0.0,0.0,90,1,3,2679,10,11,2012,21
214,1,282.16,0.0,0.0,90,1,3,2094,10,11,2012,22
215,1,282.53,0.0,0.0,90,1,3,1284,10,11,2012,23
216,1,283.91,0.0,0.0,90,1,3,630,10,12,2012,0
217,1,284.64,0.0,0.0,90,1,3,410,10,12,2012,1
218,1,284.61,0.0,0.0,90,1,3,331,10,12,2012,2
219,1,283.18,0.0,0.0,72,4,7,372,10,12,2012,3
220,1,282.26,0.0,0.0,72,3,6,739,10,12,2012,4
221,1,280.77,0.0,0.0,72,4,7,2561,10,12,2012,5
222,1,278.53,0.0,0.0,75,1,2,5586,10,12,2012,6
223,1,277.64,0.0,0.0,75,1,2,6992,10,12,2012,7
224,1,277.9,0.0,0.0,90,1,3,5860,10,12,2012,8
225,1,278.18,0.0,0.0,90,1,3,5230,10,12,2012,9
226,1,279.29,0.0,0.0,75,1,2,4864,10,12,2012,10
227,1,280.45,0.0,0.0,75,1,2,5146,10,12,2012,11
228,1,280.95,0.0,0.0,40,1,1,5526,10,12,2012,12
229,1,281.74,0.0,0.0,40,1,1,5383,10,12,2012,13
230,1,281.84,0.0,0.0,75,1,2,5758,10,12,2012,14
231,1,282.45,0.0,0.0,75,1,2,5889,10,12,2012,15
232,1,282.2,0.0,0.0,75,1,2,6057,10,12,2012,16
233,1,281.54,0.0,0.0,40,1,1,6028,10,12,2012,17
234,1,280.21,0.0,0.0,20,1,5,5257,10,12,2012,18
235,1,282.2,0.0,0.0,56,2,4,1897,10,12,2012,23
236,1,272.58,0.0,0.0,1,2,4,1335,10,13,2012,0
237,1,272.06,0.0,0.0,1,2,4,769,10,13,2012,1
238,1,270.99,0.0,0.0,1,2,4,570,10,13,2012,2
239,1,270.29,0.0,0.0,20,1,5,413,10,13,2012,3
240,1,269.48,0.0,0.0,1,2,4,399,10,13,2012,4
241,1,269.27,0.0,0.0,1,2,4,740,10,13,2012,5
242,1,268.91,0.0,0.0,1,2,4,1420,10,13,2012,6
243,1,268.98,0.0,0.0,75,1,2,2220,10,13,2012,7
244,1,269.23,0.0,0.0,40,1,1,3479,10,13,2012,8
245,1,272.61,0.0,0.0,40,1,1,4546,10,13,2012,9
246,1,276.78,0.0,0.0,20,1,5,4579,10,13,2012,10
247,1,279.22,0.0,0.0,1,2,4,4438,10,13,2012,11
248,1,280.35,0.0,0.0,1,2,4,4623,10,13,2012,12
249,1,281.81,0.0,0.0,1,2,4,4440,10,13,2012,13
250,1,283.05,0.0,0.0,1,2,4,4495,10,13,2012,14
251,1,283.96,0.0,0.0,1,2,4,4483,10,13,2012,15
252,1,284.53,0.0,0.0,1,2,4,4591,10,13,2012,16
253,1,284.44,0.0,0.0,1,2,4,4477,10,13,2012,17
254,1,283.64,0.0,0.0,1,2,4,4221,10,13,2012,18
255,1,281.85,0.0,0.0,20,1,5,3672,10,13,2012,19
256,1,281.38,0.0,0.0,1,2,4,3015,10,13,2012,20
257,1,281.84,0.0,0.0,75,1,2,2769,10,13,2012,21
258,1,282.23,0.0,0.0,90,1,3,2875,10,13,2012,22
259,1,282.18,0.0,0.0,90,1,3,1931,10,13,2012,23
260,1,282.49,0.0,0.0,90,1,3,1309,10,14,2012,0
261,1,282.54,0.0,0.0,90,1,3,870,10,14,2012,1
262,1,282.58,0.0,0.0,90,1,3,654,10,14,2012,2
263,1,282.23,0.0,0.0,90,1,3,364,10,14,2012,3
264,1,282.08,0.0,0.0,90,1,3,262,10,14,2012,4
265,1,282.23,0.0,0.0,90,1,3,505,10,14,2012,5
266,1,282.24,0.0,0.0,90,1,3,861,10,14,2012,6
267,1,282.24,0.0,0.0,90,1,3,1132,10,14,2012,7
268,1,282.24,0.0,0.0,57,5,8,1797,10,14,2012,8
269,1,282.43,0.0,0.0,57,4,7,2685,10,14,2012,9
270,1,282.43,0.0,0.0,57,5,8,2685,10,14,2012,9
271,1,282.43,0.0,0.0,57,6,9,2685,10,14,2012,9
272,1,282.33,0.0,0.0,57,4,7,3370,10,14,2012,10
273,1,282.33,0.0,0.0,57,5,8,3370,10,14,2012,10
274,1,282.82,0.0,0.0,57,4,7,3662,10,14,2012,11
275,1,282.82,0.0,0.0,57,5,8,3662,10,14,2012,11
276,1,283.33,0.0,0.0,57,5,8,4076,10,14,2012,12
277,1,283.33,0.0,0.0,57,3,6,4076,10,14,2012,12
278,1,283.33,0.0,0.0,57,4,7,4076,10,14,2012,12
279,1,283.75,0.0,0.0,93,3,6,4128,10,14,2012,13
280,1,283.75,0.0,0.0,93,5,8,4128,10,14,2012,13
281,1,283.75,0.0,0.0,93,4,7,4128,10,14,2012,13
282,1,284.09,0.0,0.0,93,5,8,4358,10,14,2012,14
283,1,284.09,0.0,0.0,93,3,6,4358,10,14,2012,14
284,1,284.09,0.0,0.0,93,4,7,4358,10,14,2012,14
285,1,284.55,0.0,0.0,93,5,8,4342,10,14,2012,15
286,1,284.55,0.0,0.0,93,3,6,4342,10,14,2012,15
287,1,284.68,0.0,0.0,93,5,8,4234,10,14,2012,16
288,1,284.64,0.0,0.0,93,3,6,4271,10,14,2012,17
289,1,284.64,0.0,0.0,93,5,8,4271,10,14,2012,17
290,1,284.4,0.0,0.0,93,5,8,4080,10,14,2012,18
291,1,284.17,0.0,0.0,93,5,8,3453,10,14,2012,19
292,1,284.03,0.0,0.0,93,5,8,2718,10,14,2012,20
293,1,283.58,0.0,0.0,93,5,8,2439,10,14,2012,21
294,1,283.04,0.0,0.0,93,5,8,1819,10,14,2012,22
295,1,281.95,0.0,0.0,93,5,8,1002,10,14,2012,23
296,1,281.95,0.0,0.0,93,7,10,1002,10,14,2012,23
297,1,281.61,0.0,0.0,93,5,8,542,10,15,2012,0
298,1,281.61,0.0,0.0,93,7,10,542,10,15,2012,0
299,1,281.57,0.0,0.0,85,7,10,303,10,15,2012,1
300,1,281.42,0.0,0.0,85,7,10,239,10,15,2012,2
301,1,281.29,0.0,0.0,85,5,8,335,10,15,2012,3
302,1,281.29,0.0,0.0,85,7,10,335,10,15,2012,3
303,1,281.02,0.0,0.0,85,5,8,810,10,15,2012,4
304,1,281.02,0.0,0.0,85,7,10,810,10,15,2012,4
305,1,280.82,0.0,0.0,85,5,8,2606,10,15,2012,5
306,1,280.82,0.0,0.0,85,7,10,2606,10,15,2012,5
307,1,280.39,0.0,0.0,85,5,8,5714,10,15,2012,6
308,1,280.19,0.0,0.0,100,5,8,6798,10,15,2012,7
309,1,279.82,0.0,0.0,100,5,8,6114,10,15,2012,8
310,1,279.75,0.0,0.0,100,5,8,5094,10,15,2012,9
311,1,280.07,0.0,0.0,100,5,8,4473,10,15,2012,10
312,1,280.32,0.0,0.0,90,1,3,4529,10,15,2012,11
313,1,281.72,0.0,0.0,100,2,4,4823,10,15,2012,12
314,1,284.01,0.0,0.0,40,1,1,4872,10,15,2012,13
315,1,285.88,0.0,0.0,1,2,4,5238,10,15,2012,14
316,1,286.87,0.0,0.0,1,2,4,5584,10,15,2012,15
317,1,287.6,0.0,0.0,20,1,5,6246,10,15,2012,16
318,1,287.27,0.0,0.0,20,1,5,5957,10,15,2012,17
319,1,286.18,0.0,0.0,20,1,5,4535,10,15,2012,18
320,1,285.2,0.0,0.0,75,1,2,3234,10,15,2012,19
321,1,284.68,0.0,0.0,75,1,2,2677,10,15,2012,20
322,1,284.49,0.0,0.0,90,1,3,2077,10,15,2012,21
323,1,283.54,0.0,0.0,20,1,5,1380,10,15,2012,22
324,1,282.33,0.0,0.0,75,1,2,927,10,15,2012,23
325,1,281.21,0.0,0.0,20,1,5,500,10,16,2012,0
326,1,279.87,0.0,0.0,1,2,4,324,10,16,2012,1
327,1,278.93,0.0,0.0,1,2,4,257,10,16,2012,2
328,1,277.91,0.0,0.0,1,2,4,354,10,16,2012,3
329,1,277.21,0.0,0.0,1,2,4,769,10,16,2012,4
330,1,276.61,0.0,0.0,1,2,4,2769,10,16,2012,5
331,1,276.11,0.0,0.0,1,2,4,5789,10,16,2012,6
332,1,274.81,0.0,0.0,20,1,5,7055,10,16,2012,7
333,1,274.99,0.0,0.0,20,1,5,6408,10,16,2012,8
334,1,277.91,0.0,0.0,20,1,5,5254,10,16,2012,9
335,1,280.71,0.0,0.0,20,1,5,4547,10,16,2012,10
336,1,283.85,0.0,0.0,20,1,5,4784,10,16,2012,11
337,1,286.01,0.0,0.0,40,1,1,5015,10,16,2012,12
338,1,286.31,0.0,0.0,1,2,4,5057,10,16,2012,13
339,1,288.15,0.0,0.0,75,1,2,5430,10,16,2012,14
340,1,289.15,0.0,0.0,75,1,2,5813,10,16,2012,15
341,1,288.99,0.0,0.0,75,1,2,6496,10,16,2012,16
342,1,288.86,0.0,0.0,75,1,2,6429,10,16,2012,17
343,1,288.16,0.0,0.0,90,1,3,5142,10,16,2012,18
344,1,287.28,0.0,0.0,68,3,6,3311,10,16,2012,19
345,1,287.04,0.0,0.0,90,1,3,2777,10,16,2012,20
346,1,286.9,0.0,0.0,90,1,3,2331,10,16,2012,21
347,1,287.09,0.0,0.0,90,1,3,1767,10,16,2012,22
348,1,287.09,0.0,0.0,90,1,3,1093,10,16,2012,23
349,1,286.89,0.0,0.0,75,1,2,554,10,17,2012,0
350,1,286.93,0.0,0.0,75,1,2,333,10,17,2012,1
351,1,286.93,0.0,0.0,90,1,3,267,10,17,2012,2
352,1,287.07,0.0,0.0,90,1,3,358,10,17,2012,3
353,1,286.56,0.0,0.0,75,1,2,777,10,17,2012,4
354,1,285.91,0.0,0.0,90,1,3,2732,10,17,2012,5
355,1,285.29,0.0,0.0,90,1,3,5637,10,17,2012,6
356,1,284.92,0.0,0.0,75,1,2,5564,10,17,2012,7
357,1,285.35,0.0,0.0,75,1,2,6274,10,17,2012,8
358,1,285.72,0.0,0.0,100,3,11,5403,10,17,2012,9
359,1,285.72,0.0,0.0,100,3,6,5403,10,17,2012,9
360,1,287.09,0.0,0.0,75,1,2,4680,10,17,2012,10
361,1,288.31,0.0,0.0,75,1,2,4642,10,17,2012,11
362,1,288.61,0.0,0.0,1,2,4,4979,10,17,2012,12
363,1,290.32,0.0,0.0,1,2,4,4851,10,17,2012,13
364,1,291.36,0.0,0.0,1,2,4,4291,10,17,2012,14
365,1,292.01,0.0,0.0,1,2,4,4714,10,17,2012,15
366,1,292.61,0.0,0.0,1,2,4,6723,10,17,2012,16
367,1,292.65,0.0,0.0,1,2,4,6180,10,17,2012,17
368,1,290.52,0.0,0.0,40,1,1,4843,10,17,2012,18
369,1,288.35,0.0,0.0,40,1,1,3435,10,17,2012,19
370,1,286.72,0.0,0.0,40,1,1,2921,10,17,2012,20
371,1,285.49,0.0,0.0,40,1,1,2763,10,17,2012,21
372,1,284.22,0.0,0.0,20,1,5,1930,10,17,2012,22
373,1,283.8,0.0,0.0,20,1,5,1160,10,17,2012,23
374,1,283.72,0.0,0.0,20,1,5,654,10,18,2012,0
375,1,282.8,0.0,0.0,40,1,1,374,10,18,2012,1
376,1,282.32,0.0,0.0,99,5,8,301,10,18,2012,2
377,1,282.38,0.0,0.0,99,5,8,397,10,18,2012,3
378,1,282.76,0.0,0.0,90,1,3,794,10,18,2012,4
379,1,282.88,0.0,0.0,99,5,8,2564,10,18,2012,5
380,1,284.18,0.0,0.0,75,1,2,5358,10,18,2012,6
381,1,284.69,0.0,0.0,90,1,3,6441,10,18,2012,7
382,1,285.0,0.0,0.0,90,1,3,5536,10,18,2012,8
383,1,286.9,0.0,0.0,99,3,6,5256,10,18,2012,9
384,1,288.35,0.0,0.0,90,1,3,4619,10,18,2012,10
385,1,289.59,0.0,0.0,90,1,3,5107,10,18,2012,11
386,1,288.27,0.0,0.0,99,3,6,5147,10,18,2012,12
387,1,286.41,0.0,0.0,90,1,3,5283,10,18,2012,13
388,1,285.96,0.0,0.0,90,1,3,5704,10,18,2012,14
389,1,287.04,0.0,0.0,90,1,3,5887,10,18,2012,15
390,1,287.18,0.0,0.0,90,1,3,6307,10,18,2012,16
391,1,286.94,0.0,0.0,90,1,3,5953,10,18,2012,17
392,1,286.01,0.0,0.0,90,1,3,4519,10,18,2012,18
393,1,284.67,0.0,0.0,100,4,7,3427,10,18,2012,19
394,1,283.44,0.0,0.0,100,3,6,2921,10,18,2012,20
395,1,282.51,0.0,0.0,100,4,7,2649,10,18,2012,21
396,1,281.9,0.0,0.0,90,1,3,2005,10,18,2012,22
397,1,281.85,0.0,0.0,90,1,3,1177,10,18,2012,23
398,1,281.28,0.0,0.0,90,1,3,699,10,19,2012,0
399,1,280.97,0.0,0.0,87,5,8,436,10,19,2012,1
400,1,280.44,0.0,0.0,87,4,7,353,10,19,2012,2
401,1,280.44,0.0,0.0,87,5,8,353,10,19,2012,2
402,1,280.02,0.0,0.0,87,5,8,399,10,19,2012,3
403,1,279.79,0.0,0.0,87,4,7,720,10,19,2012,4
404,1,279.79,0.0,0.0,87,5,8,720,10,19,2012,4
405,1,279.79,0.0,0.0,87,3,6,720,10,19,2012,4
406,1,279.79,0.0,0.0,87,4,12,720,10,19,2012,4
407,1,279.74,0.0,0.0,87,5,8,2370,10,19,2012,5
408,1,279.74,0.0,0.0,87,3,6,2370,10,19,2012,5
409,1,279.65,0.0,0.0,87,4,7,5162,10,19,2012,6
410,1,279.65,0.0,0.0,87,5,8,5162,10,19,2012,6
