holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,month,day,year,hour,traffic_volume,commas
1,276.79,0.0,0.0,75,1,2,10,7,2012,20,2815,
1,275.73,0.0,0.0,90,1,3,10,7,2012,21,2110,
1,274.88,0.0,0.0,75,1,2,10,7,2012,22,1555,
1,273.92,0.0,0.0,20,1,5,10,7,2012,23,959,
2,273.08,0.0,0.0,20,1,5,10,8,2012,0,455,
1,272.62,0.0,0.0,20,1,5,10,8,2012,1,336,
1,271.78,0.0,0.0,1,2,4,10,8,2012,2,265,
1,271.05,0.0,0.0,1,2,4,10,8,2012,3,314,
1,270.63,0.0,0.0,1,2,4,10,8,2012,4,779,
1,270.33,0.0,0.0,1,2,4,10,8,2012,5,2571,
1,269.61,0.0,0.0,20,1,5,10,8,2012,6,5563,
1,270.01,0.0,0.0,20,1,5,10,8,2012,7,6676,
1,271.23,0.0,0.0,20,1,5,10,8,2012,8,5966,
1,273.71,0.0,0.0,20,1,5,10,8,2012,9,4832,
1,276.77,0.0,0.0,20,1,5,10,8,2012,10,4395,
1,279.47,0.0,0.0,20,1,5,10,8,2012,11,4411,
1,279.84,0.0,0.0,1,2,4,10,8,2012,12,4648,
1,282.34,0.0,0.0,40,1,1,10,8,2012,13,4602,
1,282.94,0.0,0.0,40,1,1,10,8,2012,14,5125,
1,283.48,0.0,0.0,1,2,4,10,8,2012,15,5502,
1,284.33,0.0,0.0,1,2,4,10,8,2012,16,5979,
1,284.48,0.0,0.0,40,1,1,10,8,2012,17,5663,
1,284.23,0.0,0.0,40,1,1,10,8,2012,18,4259,
1,281.99,0.0,0.0,20,1,5,10,8,2012,19,3069,
1,279.81,0.0,0.0,1,2,4,10,8,2012,20,2378,
1,279.35,0.0,0.0,1,2,4,10,8,2012,21,2030,
1,278.9,0.0,0.0,1,2,4,10,8,2012,22,1400,
1,278.46,0.0,0.0,1,2,4,10,8,2012,23,917,
1,277.78,0.0,0.0,1,2,4,10,9,2012,0,515,
1,277.27,0.0,0.0,1,2,4,10,9,2012,1,302,
1,277.47,0.0,0.0,1,2,4,10,9,2012,2,251,
1,276.97,0.0,0.0,20,1,5,10,9,2012,4,798,
1,276.52,0.0,0.0,40,1,1,10,9,2012,5,2678,
1,276.6,0.0,0.0,40,1,1,10,9,2012,6,5733,
1,277.31,0.0,0.0,75,1,2,10,9,2012,7,6449,
1,278.38,0.0,0.0,90,1,3,10,9,2012,8,5765,
1,279.35,0.0,0.0,90,1,3,10,9,2012,9,5599,
1,281.37,0.0,0.0,90,1,3,10,9,2012,10,4534,
1,283.11,0.0,0.0,90,1,3,10,9,2012,11,4691,
1,284.08,0.0,0.0,75,1,2,10,9,2012,12,5067,
1,285.14,0.0,0.0,75,1,2,10,9,2012,13,5030,
1,286.35,0.0,0.0,90,1,3,10,9,2012,14,5300,
1,287.23,0.0,0.0,100,3,6,10,9,2012,15,5777,
1,288.53,0.0,0.0,90,1,3,10,9,2012,16,6349,
1,290.37,0.0,0.0,90,1,3,10,9,2012,17,6127,
1,290.13,0.0,0.0,90,1,3,10,9,2012,18,4460,
1,288.86,0.0,0.0,75,1,2,10,9,2012,19,3418,
1,287.36,0.0,0.0,90,1,3,10,9,2012,20,2775,
1,285.11,0.0,0.0,90,1,3,10,9,2012,21,2306,
1,283.46,0.0,0.0,90,1,3,10,9,2012,22,1846,
1,282.45,0.0,0.0,90,1,3,10,9,2012,23,947,
1,281.88,0.0,0.0,90,1,3,10,10,2012,0,494,
1,281.78,0.0,0.0,90,1,3,10,10,2012,1,332,
1,281.09,0.0,0.0,75,1,2,10,10,2012,2,261,
1,281.17,0.0,0.0,90,1,3,10,10,2012,3,361,
1,281.25,0.0,0.0,92,2,4,10,10,2012,6,5875,
1,281.25,0.0,0.0,99,3,6,10,10,2012,7,6793,
1,281.25,0.0,0.0,99,4,7,10,10,2012,7,6793,
1,280.1,0.0,0.0,99,3,6,10,10,2012,8,6283,
1,280.1,0.0,0.0,99,4,7,10,10,2012,8,6283,
1,279.61,0.0,0.0,99,3,6,10,10,2012,9,5680,
1,279.61,0.0,0.0,99,4,7,10,10,2012,9,5680,
1,279.67,0.0,0.0,99,2,4,10,10,2012,10,4632,
1,280.19,0.0,0.0,1,2,4,10,10,2012,11,4887,
1,282.09,0.0,0.0,75,1,2,10,10,2012,12,5030,
1,282.26,0.0,0.0,75,1,2,10,10,2012,13,5067,
1,282.05,0.0,0.0,90,1,3,10,10,2012,14,5227,
1,281.59,0.0,0.0,90,1,3,10,10,2012,15,5610,
1,281.23,0.0,0.0,81,2,4,10,10,2012,16,6286,
1,282.6,0.0,0.0,81,2,4,10,10,2012,18,4775,
1,282.6,0.0,0.0,81,2,4,10,10,2012,19,3340,
1,282.6,0.0,0.0,81,2,4,10,10,2012,20,3013,
1,282.6,0.0,0.0,81,2,4,10,10,2012,21,2603,
1,282.6,0.0,0.0,81,2,4,10,10,2012,22,1910,
1,282.6,0.0,0.0,81,2,4,10,10,2012,23,1037,
1,273.9,0.0,0.0,1,2,4,10,11,2012,1,347,
1,274.4,0.0,0.0,75,1,2,10,11,2012,3,350,
1,274.05,0.0,0.0,75,1,2,10,11,2012,4,850,
1,273.71,0.0,0.0,40,1,1,10,11,2012,5,2791,
1,272.66,0.0,0.0,1,2,4,10,11,2012,6,5809,
1,272.65,0.0,0.0,1,2,4,10,11,2012,7,6798,
1,272.52,0.0,0.0,1,2,4,10,11,2012,8,6304,
1,275.19,0.0,0.0,20,1,5,10,11,2012,9,5291,
1,275.34,0.0,0.0,1,2,4,10,11,2012,10,4638,
1,284.1,0.0,0.0,50,2,4,10,11,2012,14,5557,
1,284.1,0.0,0.0,50,2,4,10,11,2012,15,5818,
1,283.78,0.0,0.0,75,1,2,10,11,2012,16,6272,
1,283.52,0.0,0.0,75,1,2,10,11,2012,17,5944,
1,283.32,0.0,0.0,90,1,3,10,11,2012,18,4949,
1,282.06,0.0,0.0,90,1,3,10,11,2012,19,3511,
1,281.95,0.0,0.0,90,1,3,10,11,2012,20,3039,
1,281.81,0.0,0.0,90,1,3,10,11,2012,21,2679,
1,282.16,0.0,0.0,90,1,3,10,11,2012,22,2094,
1,282.53,0.0,0.0,90,1,3,10,11,2012,23,1284,
1,283.91,0.0,0.0,90,1,3,10,12,2012,0,630,
1,284.64,0.0,0.0,90,1,3,10,12,2012,1,410,
1,284.61,0.0,0.0,90,1,3,10,12,2012,2,331,
1,283.18,0.0,0.0,72,4,7,10,12,2012,3,372,
1,282.26,0.0,0.0,72,3,6,10,12,2012,4,739,
1,280.77,0.0,0.0,72,4,7,10,12,2012,5,2561,
1,278.53,0.0,0.0,75,1,2,10,12,2012,6,5586,
1,277.64,0.0,0.0,75,1,2,10,12,2012,7,6992,
1,277.9,0.0,0.0,90,1,3,10,12,2012,8,5860,
1,278.18,0.0,0.0,90,1,3,10,12,2012,9,5230,
1,279.29,0.0,0.0,75,1,2,10,12,2012,10,4864,
1,280.45,0.0,0.0,75,1,2,10,12,2012,11,5146,
1,280.95,0.0,0.0,40,1,1,10,12,2012,12,5526,
1,281.74,0.0,0.0,40,1,1,10,12,2012,13,5383,
1,281.84,0.0,0.0,75,1,2,10,12,2012,14,5758,
1,282.45,0.0,0.0,75,1,2,10,12,2012,15,5889,
1,282.2,0.0,0.0,75,1,2,10,12,2012,16,6057,
1,281.54,0.0,0.0,40,1,1,10,12,2012,17,6028,
1,280.21,0.0,0.0,20,1,5,10,12,2012,18,5257,
1,282.2,0.0,0.0,56,2,4,10,12,2012,23,1897,
1,272.58,0.0,0.0,1,2,4,10,13,2012,0,1335,
1,272.06,0.0,0.0,1,2,4,10,13,2012,1,769,
1,270.99,0.0,0.0,1,2,4,10,13,2012,2,570,
1,270.29,0.0,0.0,20,1,5,10,13,2012,3,413,
1,269.48,0.0,0.0,1,2,4,10,13,2012,4,399,
1,269.27,0.0,0.0,1,2,4,10,13,2012,5,740,
1,268.91,0.0,0.0,1,2,4,10,13,2012,6,1420,
1,268.98,0.0,0.0,75,1,2,10,13,2012,7,2220,
1,269.23,0.0,0.0,40,1,1,10,13,2012,8,3479,
1,272.61,0.0,0.0,40,1,1,10,13,2012,9,4546,
1,276.78,0.0,0.0,20,1,5,10,13,2012,10,4579,
1,279.22,0.0,0.0,1,2,4,10,13,2012,11,4438,
1,280.35,0.0,0.0,1,2,4,10,13,2012,12,4623,
1,281.81,0.0,0.0,1,2,4,10,13,2012,13,4440,
1,283.05,0.0,0.0,1,2,4,10,13,2012,14,4495,
1,283.96,0.0,0.0,1,2,4,10,13,2012,15,4483,
1,284.53,0.0,0.0,1,2,4,10,13,2012,16,4591,
1,284.44,0.0,0.0,1,2,4,10,13,2012,17,4477,
1,283.64,0.0,0.0,1,2,4,10,13,2012,18,4221,
1,281.85,0.0,0.0,20,1,5,10,13,2012,19,3672,
1,281.38,0.0,0.0,1,2,4,10,13,2012,20,3015,
1,281.84,0.0,0.0,75,1,2,10,13,2012,21,2769,
1,282.23,0.0,0.0,90,1,3,10,13,2012,22,2875,
1,282.18,0.0,0.0,90,1,3,10,13,2012,23,1931,
1,282.49,0.0,0.0,90,1,3,10,14,2012,0,1309,
1,282.54,0.0,0.0,90,1,3,10,14,2012,1,870,
1,282.58,0.0,0.0,90,1,3,10,14,2012,2,654,
1,282.23,0.0,0.0,90,1,3,10,14,2012,3,364,
1,282.08,0.0,0.0,90,1,3,10,14,2012,4,262,
1,282.23,0.0,0.0,90,1,3,10,14,2012,5,505,
1,282.24,0.0,0.0,90,1,3,10,14,2012,6,861,
1,282.24,0.0,0.0,90,1,3,10,14,2012,7,1132,
1,282.24,0.0,0.0,57,5,8,10,14,2012,8,1797,
1,282.43,0.0,0.0,57,4,7,10,14,2012,9,2685,
1,282.43,0.0,0.0,57,5,8,10,14,2012,9,2685,
1,282.43,0.0,0.0,57,6,9,10,14,2012,9,2685,
1,282.33,0.0,0.0,57,4,7,10,14,2012,10,3370,
1,282.33,0.0,0.0,57,5,8,10,14,2012,10,3370,
1,282.82,0.0,0.0,57,4,7,10,14,2012,11,3662,
1,282.82,0.0,0.0,57,5,8,10,14,2012,11,3662,
1,283.33,0.0,0.0,57,5,8,10,14,2012,12,4076,
1,283.33,0.0,0.0,57,3,6,10,14,2012,12,4076,
1,283.33,0.0,0.0,57,4,7,10,14,2012,12,4076,
1,283.75,0.0,0.0,93,3,6,10,14,2012,13,4128,
1,283.75,0.0,0.0,93,5,8,10,14,2012,13,4128,
1,283.75,0.0,0.0,93,4,7,10,14,2012,13,4128,
1,284.09,0.0,0.0,93,5,8,10,14,2012,14,4358,
1,284.09,0.0,0.0,93,3,6,10,14,2012,14,4358,
1,284.09,0.0,0.0,93,4,7,10,14,2012,14,4358,
1,284.55,0.0,0.0,93,5,8,10,14,2012,15,4342,
1,284.55,0.0,0.0,93,3,6,10,14,2012,15,4342,
1,284.68,0.0,0.0,93,5,8,10,14,2012,16,4234,
1,284.64,0.0,0.0,93,3,6,10,14,2012,17,4271,
1,284.64,0.0,0.0,93,5,8,10,14,2012,17,4271,
1,284.4,0.0,0.0,93,5,8,10,14,2012,18,4080,
1,284.17,0.0,0.0,93,5,8,10,14,2012,19,3453,
1,284.03,0.0,0.0,93,5,8,10,14,2012,20,2718,
1,283.58,0.0,0.0,93,5,8,10,14,2012,21,2439,
1,283.04,0.0,0.0,93,5,8,10,14,2012,22,1819,
1,281.95,0.0,0.0,93,5,8,10,14,2012,23,1002,
1,281.95,0.0,0.0,93,7,10,10,14,2012,23,1002,
1,281.61,0.0,0.0,93,5,8,10,15,2012,0,542,
1,281.61,0.0,0.0,93,7,10,10,15,2012,0,542,
1,281.57,0.0,0.0,85,7,10,10,15,2012,1,303,
1,281.42,0.0,0.0,85,7,10,10,15,2012,2,239,
1,281.29,0.0,0.0,85,5,8,10,15,2012,3,335,
1,281.29,0.0,0.0,85,7,10,10,15,2012,3,335,
1,281.02,0.0,0.0,85,5,8,10,15,2012,4,810,
1,281.02,0.0,0.0,85,7,10,10,15,2012,4,810,
1,280.82,0.0,0.0,85,5,8,10,15,2012,5,2606,
1,280.82,0.0,0.0,85,7,10,10,15,2012,5,2606,
1,280.39,0.0,0.0,85,5,8,10,15,2012,6,5714,
1,280.19,0.0,0.0,100,5,8,10,15,2012,7,6798,
1,279.82,0.0,0.0,100,5,8,10,15,2012,8,6114,
1,279.75,0.0,0.0,100,5,8,10,15,2012,9,5094,
1,280.07,0.0,0.0,100,5,8,10,15,2012,10,4473,
1,280.32,0.0,0.0,90,1,3,10,15,2012,11,4529,
1,281.72,0.0,0.0,100,2,4,10,15,2012,12,4823,
1,284.01,0.0,0.0,40,1,1,10,15,2012,13,4872,
1,285.88,0.0,0.0,1,2,4,10,15,2012,14,5238,
1,286.87,0.0,0.0,1,2,4,10,15,2012,15,5584,
1,287.6,0.0,0.0,20,1,5,10,15,2012,16,6246,
1,287.27,0.0,0.0,20,1,5,10,15,2012,17,5957,
1,286.18,0.0,0.0,20,1,5,10,15,2012,18,4535,
1,285.2,0.0,0.0,75,1,2,10,15,2012,19,3234,
1,284.68,0.0,0.0,75,1,2,10,15,2012,20,2677,
1,284.49,0.0,0.0,90,1,3,10,15,2012,21,2077,
1,283.54,0.0,0.0,20,1,5,10,15,2012,22,1380,
1,282.33,0.0,0.0,75,1,2,10,15,2012,23,927,
1,281.21,0.0,0.0,20,1,5,10,16,2012,0,500,
1,279.87,0.0,0.0,1,2,4,10,16,2012,1,324,
1,278.93,0.0,0.0,1,2,4,10,16,2012,2,257,
1,277.91,0.0,0.0,1,2,4,10,16,2012,3,354,
1,277.21,0.0,0.0,1,2,4,10,16,2012,4,769,
1,276.61,0.0,0.0,1,2,4,10,16,2012,5,2769,
1,276.11,0.0,0.0,1,2,4,10,16,2012,6,5789,
1,274.81,0.0,0.0,20,1,5,10,16,2012,7,7055,
1,274.99,0.0,0.0,20,1,5,10,16,2012,8,6408,
1,277.91,0.0,0.0,20,1,5,10,16,2012,9,5254,
1,280.71,0.0,0.0,20,1,5,10,16,2012,10,4547,
1,283.85,0.0,0.0,20,1,5,10,16,2012,11,4784,
1,286.01,0.0,0.0,40,1,1,10,16,2012,12,5015,
1,286.31,0.0,0.0,1,2,4,10,16,2012,13,5057,
1,288.15,0.0,0.0,75,1,2,10,16,2012,14,5430,
1,289.15,0.0,0.0,75,1,2,10,16,2012,15,5813,
1,288.99,0.0,0.0,75,1,2,10,16,2012,16,6496,
1,288.86,0.0,0.0,75,1,2,10,16,2012,17,6429,
1,288.16,0.0,0.0,90,1,3,10,16,2012,18,5142,
1,287.28,0.0,0.0,68,3,6,10,16,2012,19,3311,
1,287.04,0.0,0.0,90,1,3,10,16,2012,20,2777,
1,286.9,0.0,0.0,90,1,3,10,16,2012,21,2331,
1,287.09,0.0,0.0,90,1,3,10,16,2012,22,1767,
1,287.09,0.0,0.0,90,1,3,10,16,2012,23,1093,
1,286.89,0.0,0.0,75,1,2,10,17,2012,0,554,
1,286.93,0.0,0.0,75,1,2,10,17,2012,1,333,
1,286.93,0.0,0.0,90,1,3,10,17,2012,2,267,
1,287.07,0.0,0.0,90,1,3,10,17,2012,3,358,
1,286.56,0.0,0.0,75,1,2,10,17,2012,4,777,
1,285.91,0.0,0.0,90,1,3,10,17,2012,5,2732,
1,285.29,0.0,0.0,90,1,3,10,17,2012,6,5637,
1,284.92,0.0,0.0,75,1,2,10,17,2012,7,5564,
1,285.35,0.0,0.0,75,1,2,10,17,2012,8,6274,
1,285.72,0.0,0.0,100,3,11,10,17,2012,9,5403,
1,285.72,0.0,0.0,100,3,6,10,17,2012,9,5403,
1,287.09,0.0,0.0,75,1,2,10,17,2012,10,4680,
1,288.31,0.0,0.0,75,1,2,10,17,2012,11,4642,
1,288.61,0.0,0.0,1,2,4,10,17,2012,12,4979,
1,290.32,0.0,0.0,1,2,4,10,17,2012,13,4851,
1,291.36,0.0,0.0,1,2,4,10,17,2012,14,4291,
1,292.01,0.0,0.0,1,2,4,10,17,2012,15,4714,
1,292.61,0.0,0.0,1,2,4,10,17,2012,16,6723,
1,292.65,0.0,0.0,1,2,4,10,17,2012,17,6180,
1,290.52,0.0,0.0,40,1,1,10,17,2012,18,4843,
1,288.35,0.0,0.0,40,1,1,10,17,2012,19,3435,
1,286.72,0.0,0.0,40,1,1,10,17,2012,20,2921,
1,285.49,0.0,0.0,40,1,1,10,17,2012,21,2763,
1,284.22,0.0,0.0,20,1,5,10,17,2012,22,1930,
1,283.8,0.0,0.0,20,1,5,10,17,2012,23,1160,
1,283.72,0.0,0.0,20,1,5,10,18,2012,0,654,
1,282.8,0.0,0.0,40,1,1,10,18,2012,1,374,
1,282.32,0.0,0.0,99,5,8,10,18,2012,2,301,
1,282.38,0.0,0.0,99,5,8,10,18,2012,3,397,
1,282.76,0.0,0.0,90,1,3,10,18,2012,4,794,
1,282.88,0.0,0.0,99,5,8,10,18,2012,5,2564,
1,284.18,0.0,0.0,75,1,2,10,18,2012,6,5358,
1,284.69,0.0,0.0,90,1,3,10,18,2012,7,6441,
1,285.0,0.0,0.0,90,1,3,10,18,2012,8,5536,
1,286.9,0.0,0.0,99,3,6,10,18,2012,9,5256,
1,288.35,0.0,0.0,90,1,3,10,18,2012,10,4619,
1,289.59,0.0,0.0,90,1,3,10,18,2012,11,5107,
1,288.27,0.0,0.0,99,3,6,10,18,2012,12,5147,
1,286.41,0.0,0.0,90,1,3,10,18,2012,13,5283,
1,285.96,0.0,0.0,90,1,3,10,18,2012,14,5704,
1,287.04,0.0,0.0,90,1,3,10,18,2012,15,5887,
1,287.18,0.0,0.0,90,1,3,10,18,2012,16,6307,
1,286.94,0.0,0.0,90,1,3,10,18,2012,17,5953,
1,286.01,0.0,0.0,90,1,3,10,18,2012,18,4519,
1,284.67,0.0,0.0,100,4,7,10,18,2012,19,3427,
1,283.44,0.0,0.0,100,3,6,10,18,2012,20,2921,
1,282.51,0.0,0.0,100,4,7,10,18,2012,21,2649,
1,281.9,0.0,0.0,90,1,3,10,18,2012,22,2005,
1,281.85,0.0,0.0,90,1,3,10,18,2012,23,1177,
1,281.28,0.0,0.0,90,1,3,10,19,2012,0,699,
1,280.97,0.0,0.0,87,5,8,10,19,2012,1,436,
1,280.44,0.0,0.0,87,4,7,10,19,2012,2,353,
1,280.44,0.0,0.0,87,5,8,10,19,2012,2,353,
1,280.02,0.0,0.0,87,5,8,10,19,2012,3,399,
1,279.79,0.0,0.0,87,4,7,10,19,2012,4,720,
1,279.79,0.0,0.0,87,5,8,10,19,2012,4,720,
1,279.79,0.0,0.0,87,3,6,10,19,2012,4,720,
1,279.79,0.0,0.0,87,4,12,10,19,2012,4,720,
1,279.74,0.0,0.0,87,5,8,10,19,2012,5,2370,
1,279.74,0.0,0.0,87,3,6,10,19,2012,5,2370,
1,279.65,0.0,0.0,87,4,7,10,19,2012,6,5162,
1,279.65,0.0,0.0,87,5,8,10,19,2012,6,5162,
1,279.65,0.0,0.0,87,3,6,10,19,2012,6,5162,
1,279.45,0.0,0.0,91,5,8,10,19,2012,7,5777,
1,279.45,0.0,0.0,91,3,13,10,19,2012,7,5777,
1,279.22,0.0,0.0,91,4,7,10,19,2012,8,5235,
1,279.22,0.0,0.0,91,5,8,10,19,2012,8,5235,
1,279.22,0.0,0.0,91,3,6,10,19,2012,8,5235,
1,279.35,0.0,0.0,91,3,6,10,19,2012,9,4606,
1,279.35,0.0,0.0,91,5,8,10,19,2012,9,4606,
1,279.92,0.0,0.0,91,5,8,10,19,2012,10,4328,
1,280.44,0.0,0.0,90,1,3,10,19,2012,11,4282,
1,281.0,0.0,0.0,90,1,3,10,19,2012,12,4489,
1,281.51,0.0,0.0,90,1,3,10,19,2012,13,4908,
